15:46:57,8
15:48:04,8
15:49:12,7
15:50:19,7
15:51:27,7
15:52:34,7
15:53:42,7
15:54:50,7
15:55:57,7
15:57:05,7
15:58:12,7
15:59:20,7
16:00:28,7
16:01:35,7
16:02:43,7
16:03:50,7
16:04:58,7
16:06:06,7
16:07:13,7
16:08:21,6
16:09:28,7
16:10:36,7
16:11:44,7
16:12:51,6
16:13:59,6
16:15:06,6
16:16:14,5
16:17:22,5
16:18:29,5
16:19:37,5
16:20:45,5
16:21:52,5
16:23:00,5
16:24:08,5
16:25:15,5
16:26:23,5
16:27:30,5
16:28:38,5
16:29:46,5
16:30:53,5
16:32:01,5
16:33:08,5
16:34:16,5
16:35:24,4
16:36:31,5
16:37:39,5
16:38:46,4
16:39:54,4
16:41:01,4
16:42:09,4
16:43:16,4
16:44:24,4
16:45:31,4
16:46:39,4
16:47:46,4
16:48:54,4
16:50:02,4
16:51:09,4
16:52:17,3
16:53:24,3
16:54:32,3
16:55:39,3
16:56:47,3
16:57:54,3
16:59:02,3
17:00:09,3
